Resident_ID,First_Name,Last_Name,DoB,Income,Gender,Tax,University_University_ID,Complaints_Complaint_ID,Public_Service_Public_Service_ID,Event_Event_ID
R1596,Danie,Grelik,1998-01-20,54903514.0,M,8235527.1,18,,1367.0,100181.0
R1597,Emylee,Rembrant,1988-07-21,28496058.0,O,4274408.7,30,,,100167.0
R1598,Cirilo,Serrurier,2000-07-26,18137915.0,O,2720687.25,27,,1476.0,100050.0
R1599,Adeline,Kell,2008-08-17,24034648.0,,3605197.2,11,,1724.0,100608.0
R1600,Ricki,Fullilove,1979-02-17,75857638.0,M,11378645.7,17,100000343.0,1477.0,
R1601,Theresita,Jaquin,1984-10-30,25894266.0,O,3884139.9,22,,1111.0,100310.0
R1602,Jed,Carp,1994-07-20,68485088.0,M,10272763.2,20,,,100579.0
R1603,Waylin,Milson,2019-09-02,,M,,23,,1373.0,100705.0
R1604,Gayler,Szymczyk,2009-12-06,,M,,22,,1706.0,100377.0
R1605,Royce,Thunderman,1997-04-07,82982318.0,O,12447347.7,17,100000470.0,1697.0,100330.0
R1606,Gregorio,Curcher,2020-09-14,,F,,13,,1660.0,100371.0
R1607,Clem,Stud,2005-09-30,5309898.0,O,796484.7,13,,1075.0,100674.0
R1608,Feodora,Worboy,2014-06-03,,O,,25,100000257.0,1277.0,100716.0
R1609,Joannes,Tuther,2009-04-19,,M,,13,,1253.0,100475.0
R1610,Adan,Balsellie,1977-12-27,32757837.0,M,4913675.55,24,100000346.0,1698.0,100048.0
R1611,Josias,Meads,2009-03-28,,F,,11,100000240.0,1164.0,100531.0
R1612,Philip,Bodycombe,2000-06-21,7382798.0,F,1107419.7,21,100000293.0,1362.0,100440.0
R1613,Ayn,Lipprose,1992-07-21,99869514.0,O,14980427.1,16,,1509.0,100498.0
R1614,Rudd,Neasam,2014-03-01,,O,,22,,1339.0,100180.0
R1615,Griswold,Tremmil,2013-11-28,,F,,28,100000240.0,1504.0,100510.0
R1616,Homer,Narramore,2008-03-06,60657303.0,,9098595.45,25,100000720.0,1305.0,
R1617,Gerianna,Lancley,2011-05-05,,O,,11,,,100448.0
R1618,Nestor,Bampkin,2023-11-26,,O,,24,100000481.0,1292.0,100207.0
R1619,Nilson,Ilyuchyov,1985-07-11,87321200.0,M,13098180.0,16,,1655.0,100115.0
R1620,Arlina,Mounsie,1999-08-01,17222709.0,O,2583406.35,25,,1380.0,100402.0
R1621,Prentiss,Singh,1998-04-23,41995725.0,F,6299358.75,27,,1349.0,100665.0
R1622,Maurine,Eudall,2019-04-11,,F,,16,,1279.0,100086.0
R1623,Codi,Budgen,2022-07-28,,F,,28,,1221.0,100481.0
R1624,Marlo,Blanckley,2018-08-24,,O,,11,100000593.0,1344.0,100230.0
R1625,Winifred,Ling,2005-08-31,3264438.0,O,489665.7,11,100000253.0,1166.0,100716.0
R1626,Jenny,Baily,1978-12-17,504854.0,O,75728.1,11,100000570.0,1548.0,100302.0
R1627,Troy,Hearnah,2019-02-08,,O,,17,,1183.0,100498.0
R1628,Ulysses,Methringham,1987-12-03,98575526.0,F,14786328.9,26,100000373.0,1503.0,100499.0
R1629,Aubree,O Cahsedy,2018-04-11,,M,,17,100000092.0,1310.0,100500.0
R1630,Antin,Chrestien,1994-03-02,93166903.0,O,13975035.45,26,,,100322.0
R1631,June,Skipsey,2017-10-25,,F,,18,,,100102.0
R1632,Guenna,Donavan,2003-08-11,49542051.0,F,7431307.65,17,100000645.0,1684.0,
R1633,Rheba,Resdale,1988-10-13,8492447.0,F,1273867.05,14,,1592.0,100310.0
R1634,Giselbert,Chung,1986-10-01,13334146.0,O,2000121.9,13,,1101.0,100439.0
R1635,Arni,Salters,1990-12-20,55573121.0,F,8335968.15,23,100000361.0,1522.0,100080.0
R1636,Dell,Jezard,2005-11-29,71793745.0,M,10769061.75,29,100000283.0,1219.0,100250.0
R1637,Opalina,Dewhurst,2021-06-01,,,,18,100000180.0,1010.0,100505.0
R1638,Olav,Youster,2001-06-21,84130844.0,O,12619626.6,11,100000447.0,1494.0,100504.0
R1639,Ogden,Fair,1981-07-22,82689642.0,M,12403446.3,13,100000728.0,1435.0,100076.0
R1640,Farlay,McCall,2010-10-02,,F,,16,100000387.0,,100584.0
R1641,Gustaf,Pregal,2017-02-07,,M,,28,100000187.0,1416.0,100618.0
R1642,Herculie,Demaine,1990-11-26,30628170.0,M,4594225.5,16,100000069.0,1612.0,
R1643,Padraic,Schruur,1990-09-29,85024330.0,O,12753649.5,23,100000039.0,1684.0,100118.0
R1644,Joela,Umpleby,1976-01-08,89234143.0,M,13385121.45,21,100000474.0,1118.0,100131.0
R1645,Johnnie,Beeby,2022-06-30,,M,,19,,1437.0,100466.0
R1646,Calv,Cirlos,1997-04-02,82019886.0,M,12302982.9,29,,1580.0,
R1647,Basil,Woolbrook,2014-01-04,,M,,18,100000613.0,1014.0,100229.0
R1648,Lyon,Shurville,2000-12-27,2751999.0,M,412799.85,18,100000228.0,1351.0,100218.0
R1649,Sheryl,Guillet,2003-01-15,56522523.0,O,8478378.45,12,,1357.0,100147.0
R1650,Filip,Keymar,1991-09-14,59509716.0,M,8926457.4,19,100000692.0,1022.0,
R1651,Andrej,Kimpton,1976-12-21,89932152.0,F,13489822.8,14,,1350.0,100552.0
R1652,Kessiah,Gash,2024-01-14,,F,,27,,1617.0,
R1653,Karly,Biset,2023-12-03,,F,,11,,1489.0,100545.0
R1654,Winny,Edworthie,1981-07-18,72396676.0,F,10859501.4,29,100000458.0,1441.0,100025.0
R1655,Nonie,Kiddye,2001-09-29,6139980.0,F,920997.0,15,100000075.0,1622.0,100157.0
R1656,Novelia,Rudkin,1989-06-21,34431220.0,O,5164683.0,23,,1681.0,
R1657,Sergei,Vlasov,1993-11-30,2665698.0,F,399854.7,25,,1662.0,100614.0
R1658,Augustina,M Quhan,2018-07-03,,F,,28,100000659.0,1038.0,100178.0
R1659,Brittan,Annetts,2015-06-25,,F,,12,,1641.0,100440.0
R1660,Rodney,Yardy,1995-02-16,45537882.0,M,6830682.3,20,100000668.0,1323.0,100699.0
R1661,Riva,L oiseau,1997-05-17,73343625.0,O,11001543.75,11,100000390.0,1675.0,
R1662,Rustie,Corkan,1978-12-08,70217091.0,M,10532563.65,30,,1175.0,100584.0
R1663,Bren,Guichard,2020-11-28,,O,,28,100000116.0,1240.0,100688.0
R1664,Horten,McCome,2003-03-12,69990759.0,M,10498613.85,26,,1491.0,100235.0
R1665,Tobe,Carwardine,2018-03-12,,O,,18,100000580.0,1494.0,100373.0
R1666,Lou,Fabbro,2018-03-01,,F,,16,,1265.0,100271.0
R1667,Ardys,Perkinson,2022-03-25,,F,,15,100000696.0,1007.0,100419.0
R1668,Marjie,Dunnet,2018-05-16,,O,,20,100000312.0,1572.0,100605.0
R1669,Kassie,Menear,1978-02-18,93680147.0,M,14052022.05,21,,1179.0,100218.0
R1670,Matti,Wraxall,1991-10-28,80713254.0,F,12106988.1,29,100000200.0,1361.0,100215.0
R1671,Yulma,Demetr,2002-07-21,44785934.0,F,6717890.1,25,,1128.0,100706.0
R1672,Stephani,Kimbrey,1986-10-30,20468558.0,O,3070283.7,15,,1177.0,100281.0
R1673,Chrystal,Willerstone,1998-01-25,58633053.0,M,8794957.95,23,100000714.0,1553.0,100670.0
R1674,Wainwright,Stansfield,2019-05-30,,M,,24,100000049.0,1062.0,100029.0
R1675,Lovell,Shire,2021-12-16,,M,,22,,1102.0,100265.0
R1676,Hubey,Downage,1990-08-29,68175097.0,O,10226264.55,30,100000237.0,1230.0,100082.0
R1677,Ephrem,Yellowlea,2020-07-05,,F,,16,,1457.0,100114.0
R1678,Angele,Ravenshear,2001-04-29,89376565.0,M,13406484.75,18,,1368.0,100175.0
R1679,Donnamarie,Petrovsky,1985-04-28,86488420.0,M,12973263.0,27,100000681.0,,100570.0
R1680,Brod,Zaczek,2012-09-11,,F,,17,100000117.0,,100465.0
R1681,Emanuel,Andreazzi,2022-08-16,,M,,20,100000506.0,1459.0,100708.0
R1682,Matelda,Rugge,2010-12-01,,M,,15,100000057.0,1501.0,100266.0
R1683,Nataline,Widdows,2006-10-23,47308972.0,M,7096345.8,22,,1378.0,100517.0
R1684,Oliver,Wyburn,2012-03-24,,F,,22,100000554.0,1243.0,100295.0
R1685,Pet,Baal,1989-02-25,32467946.0,F,4870191.9,16,100000066.0,1695.0,100721.0
R1686,Casie,Keningham,1998-01-26,26503200.0,M,3975480.0,18,100000047.0,,100401.0
R1687,Haily,Foch,1981-09-19,16855541.0,M,2528331.15,24,,,100113.0
R1688,Claudius,Wardhough,2015-01-13,,O,,18,100000615.0,1449.0,100018.0
R1689,Malynda,Beinke,2010-08-01,,O,,13,,1553.0,100667.0
R1690,Corrianne,Schanke,2006-05-06,759151.0,O,113872.65,21,,1617.0,100502.0
R1691,Ailene,Courtes,1995-06-22,25741658.0,M,3861248.7,29,100000082.0,1715.0,100376.0
R1692,Asia,Sedgeworth,2010-03-12,,O,,17,100000579.0,1061.0,100382.0
R1693,Merridie,Hafner,1977-11-28,81695199.0,,12254279.85,19,100000631.0,1137.0,100525.0
R1694,Sophey,Turfus,2016-10-14,,M,,15,,1164.0,100406.0
R1695,Annamarie,Passo,1988-07-18,57233060.0,F,8584959.0,13,100000246.0,,100577.0
R1696,Bellanca,Lacaze,1999-04-05,70091413.0,O,10513711.95,25,100000306.0,1605.0,100516.0
R1697,Carlina,Petracchi,2020-08-06,,M,,21,,,100585.0
R1698,Codie,Di Biagi,2004-05-19,70608674.0,O,10591301.1,12,100000204.0,1037.0,100472.0
R1699,Halley,Houldcroft,2022-11-16,,M,,28,,1103.0,100422.0
R1700,Natasha,Rickertsen,2002-11-28,53451809.0,O,8017771.35,23,,,
R1701,Shelbi,Sleight,2017-06-07,,F,,17,100000101.0,1263.0,100596.0
R1702,Bibi,Souch,1995-09-09,35047371.0,O,5257105.65,11,100000231.0,1283.0,
R1703,Lauretta,Isitt,1985-11-08,38953490.0,O,5843023.5,26,,1597.0,100042.0
R1704,Alanna,Casiero,2002-04-02,27408995.0,O,4111349.25,29,100000281.0,1583.0,100230.0
R1705,Maud,Sutter,1998-06-16,75691798.0,M,11353769.7,27,,1459.0,100026.0
R1706,Konstantine,Cancutt,2023-04-26,,F,,28,100000497.0,1379.0,
R1707,Merwin,Croal,1978-08-05,23832337.0,F,3574850.55,27,100000368.0,,100595.0
R1708,Pavlov,Zouch,2022-11-21,,M,,17,,1281.0,100359.0
R1709,Aaren,Skoate,2011-02-26,,M,,18,,1622.0,100287.0
R1710,Edlin,Bewlay,1996-12-10,83653651.0,M,12548047.65,13,100000053.0,,100051.0
R1711,Arnold,Dohr,1999-11-16,43048148.0,F,6457222.2,30,100000188.0,,100423.0
R1712,Dorella,Tibbetts,2009-07-25,,M,,30,,,100388.0
R1713,Lorant,Giraldez,1990-10-27,6545706.0,O,981855.9,27,,1476.0,100726.0
R1714,Mufinella,Harkess,1977-02-10,90880352.0,O,13632052.8,24,100000305.0,1501.0,100318.0
R1715,Artemus,Domleo,2001-01-21,78253235.0,O,11737985.25,13,100000400.0,1645.0,100402.0
R1716,Leonard,Studdal,2017-04-03,,O,,24,100000141.0,1479.0,100223.0
R1717,Keriann,Juan,2002-04-16,58587918.0,O,8788187.7,27,100000730.0,1309.0,100016.0
R1718,Britney,Graveney,1982-06-29,35468191.0,F,5320228.65,18,,,100266.0
R1719,Gretchen,Oliff,2012-12-01,,F,,20,100000059.0,1116.0,
R1720,Edik,Blaschek,1987-09-05,29057380.0,M,4358607.0,20,100000642.0,1368.0,
R1721,Esra,Kyles,2001-05-11,65923384.0,O,9888507.6,26,100000127.0,1600.0,100543.0
R1722,Dix,Tappor,2001-01-13,98986156.0,F,14847923.4,17,,1456.0,100310.0
R1723,Mohammed,Bothbie,1980-06-26,74659924.0,M,11198988.6,16,100000368.0,1458.0,
R1724,Kelsy,Wilmut,2022-08-28,,F,,18,,1400.0,100528.0
R1725,Latrena,Masdon,1986-03-13,53738181.0,O,8060727.15,28,100000497.0,1239.0,100366.0
R1726,Manon,Hackworth,2004-03-06,40690475.0,O,6103571.25,14,,1529.0,100340.0
R1727,Guillema,McGorley,2019-11-05,,M,,27,100000436.0,1048.0,
R1728,Peri,Lancastle,1998-02-05,18095145.0,M,2714271.75,19,100000544.0,1620.0,100181.0
R1729,Pepito,Kmieciak,1988-03-11,29699713.0,F,4454956.95,11,100000024.0,1563.0,100317.0
R1730,Janos,Vasiljevic,2014-06-29,,F,,29,100000355.0,1090.0,100170.0
R1731,Lock,Clubley,2008-11-10,37444999.0,M,5616749.85,26,100000564.0,,100587.0
